name,age,team,pace,shooting,passing,dribbling,position,direction,joined,contract,preferred_foot,international_rep,wage
Konrad Poprawa,23,Poland,80,25,34,38,Substitute,Pending,2017-07-12,2025,Right,1,1000
Ben Folami,22,Australia,77,55,47,63,Substitute,Pending,2021-07-12,2023,Right,1,2000
Jordan Greenidge,21,England,57,57,44,53,Reserve,Pending,2021-08-05,2022,Right,1,2000
Joel Grodowski,23,Germany,65,59,43,54,Reserve,Pending,2021-07-01,2023,Right,1,500
Abdullah Yahya Majrashi,23,Saudi Arabia,63,43,51,62,Substitute,Pending,2019-08-18,2022,Right,1,2000
Max Harrison Sanders,22,England,60,52,58,60,Substitute,Pending,2021-02-02,2023,Right,1,2000
Nicholas Tsaroulla,22,Cyprus,72,40,45,58,Substitute,Pending,2020-10-10,2022,Left,1,2000
Daniel Stynes,22,Australia,74,43,53,60,Midfielder,Left,2021-01-14,2023,Right,1,950
杨帅,24,China PR,62,32,39,40,Defender,Left,2019-02-12,2021,Right,1,1000
Patrick Kirk,23,Republic of Ireland,61,41,47,54,Defender,Left,2020-12-10,2021,Left,1,500
Awn Mutlaq Al Slaluli,22,Saudi Arabia,54,38,41,35,Reserve,Pending,2021-08-09,2024,Right,1,3000
Sami Ben Amar,23,Morocco,61,56,44,55,Substitute,Pending,2021-08-17,2021,Right,1,700
Yousef Sami Al-Mozairib Al-Shammari,23,Saudi Arabia,72,53,48,62,Winger,Left,2017-06-15,2024,Right,1,3000
Luis Javier Gamíz Ávila,21,Mexico,58,46,54,60,Substitute,Pending,2017-07-01,2023,Right,1,2000
Saad Al Selouli,23,Saudi Arabia,73,48,52,63,Substitute,Pending,2018-01-01,2022,Right,1,4000
Christopher McVey,24,Sweden,64,33,54,55,Substitute,Pending,2018-01-01,2022,Right,1,800
Allan Arigoni,22,Switzerland,68,32,48,54,Defender,Right,2018-02-24,2022,Right,1,2000
Max Taylor,21,England,65,28,43,45,Defender,Left,2021-08-02,2022,Right,1,1000
Lewis Gordon,20,Scotland,78,41,48,56,Reserve,Pending,2020-09-04,2022,Left,1,5000
Oliver Younger,21,England,51,33,36,37,Reserve,Pending,2020-09-16,2022,Right,1,1000
James Michael Neil Clarke,21,Republic of Ireland,72,36,48,53,Substitute,Pending,2019-07-01,2022,Right,1,2000
Sung Eun Na,25,Korea Republic,63,44,54,60,Substitute,Pending,2021-01-13,2022,Right,1,950
Tyrone O'Neill,21,England,63,59,44,54,Substitute,Pending,2021-07-23,2023,Right,1,2000
Mohammed Sangare,22,Liberia,64,49,54,59,Reserve,Pending,2017-07-01,2022,Left,1,5000
Mateusz Żukowski,19,Poland,75,53,52,57,Defender,Right,2017-12-11,2022,Right,1,750
Herman Hammy Geelmuyden,19,Norway,73,55,49,62,Substitute,Pending,2021-02-01,2023,Left,1,550
Brian Alberto García Carpizo,23,Mexico,62,42,60,56,Reserve,Pending,2021-07-03,2024,Left,1,2000
Andi Koshi,20,Belgium,70,49,53,66,Reserve,Pending,2018-07-26,2022,Left,1,2000
Travis Joel Gary Johnson,20,England,78,24,43,53,Substitute,Pending,2018-05-08,2022,Right,1,1000
Mateusz Sopoćko,22,Poland,70,50,58,62,Substitute,Pending,2021-01-27,2022,Right,1,700
Itumeleng Shopane,24,South Africa,73,57,42,61,Reserve,Pending,2018-08-09,2022,Left,1,500
Michał Wiśniewski,22,Poland,72,52,52,57,Substitute,Pending,2020-11-13,2024,Left,1,2000
Dawid Pakulski,22,Poland,64,49,57,63,Substitute,Pending,2017-11-16,2022,Right,1,1000
Saikou Janneh,21,Gambia,75,57,44,60,Reserve,Pending,2018-05-18,2023,Right,1,5000
Hani Ismaeel Al-Sebyani,22,Saudi Arabia,76,23,43,56,Reserve,Pending,2018-07-13,2024,Left,1,5000
Adam Long,20,England,55,26,43,47,Substitute,Pending,2019-07-18,2023,Right,1,700
Jensen Guy Weir,19,England,67,51,58,58,Substitute,Pending,2020-07-27,2023,Right,1,900
Ali Reghba,21,Republic of Ireland,68,57,54,60,Reserve,Pending,2019-07-05,2022,Right,1,10000
Bledian Krasniqi,20,Switzerland,69,51,58,65,Reserve,Pending,2018-07-03,2024,Right,1,2000
Axel Said Grijalva Soto,20,Mexico,54,31,31,37,Reserve,Pending,2021-07-22,2024,Right,1,5000
Jin Woo Jo,21,Korea Republic,52,28,29,33,Substitute,Pending,2020-01-07,2021,Right,1,950
Dilan Kumar Markanday,19,England,73,49,54,62,Reserve,Pending,2017-07-01,2022,Right,1,6000
Samir Bouzar Essaidi,21,France,61,34,46,49,Reserve,Pending,2018-11-30,2022,Right,1,900
Lundrim Hetemi,21,Albania,65,42,56,64,Reserve,Pending,2018-12-15,2023,Right,1,1000
Julius Mikael Tauriainen,20,Finland,67,43,57,61,Reserve,Pending,2020-07-01,2022,Right,1,650
藤井 陽也,20,Japan,63,35,48,51,Substitute,Pending,2019-01-01,2022,Right,1,750
Lewis Miller,20,Australia,61,40,50,56,Defender,Right,2019-11-25,2022,Right,1,500
Valentino Kuach Yuel,26,South Sudan,89,55,50,60,Striker,Left,2020-12-14,2022,Right,1,650
Manvir Singh,25,India,80,58,45,56,Striker,Right,2020-08-25,2023,Right,1,650
Ashutosh Mehta,30,India,67,33,46,52,Substitute,Pending,2021-07-06,2024,Right,1,600
Michael Soosairaj,26,India,79,51,55,58,Substitute,Pending,2019-06-09,2024,Right,1,600
Taylor Ellis Allen,21,England,84,54,50,58,Substitute,Pending,2019-07-01,2022,Left,1,3000
Bader Mohammed Munshi,22,Saudi Arabia,64,42,53,55,Midfielder,Left,2021-02-06,2025,Right,1,3000
Marcel Edwin Rodrigues Lavinier,20,England,59,39,45,51,Reserve,Pending,2020-10-03,2022,Right,1,7000
Răzvan Bogdan Matiș,20,Romania,81,49,53,60,Substitute,Pending,2021-07-01,2024,Right,1,1000
Constantin Grameni,18,Romania,63,41,53,57,Substitute,Pending,2021-06-21,2023,Left,1,500
Nurettin Korkmaz,19,Turkey,68,56,53,62,Substitute,Pending,2018-10-01,2025,Left,1,1000
Waleed Abdul Wahab Al Ahmad,22,Saudi Arabia,67,23,37,41,Substitute,Pending,2020-10-09,2023,Right,1,2000
Tyler Jay French,22,England,76,34,44,52,Defender,Right,2021-02-01,2022,Right,1,500
Tyrese Sinclair,20,England,81,58,53,60,Substitute,Pending,2018-01-26,2022,Right,1,3000
Jack Young,20,England,62,47,58,61,Reserve,Pending,2019-07-01,2022,Right,1,5000
Yusuf Türk,23,Turkey,55,62,44,53,Reserve,Pending,2018-08-28,2022,Right,1,2000
Marian Cristinel Șerban,20,Romania,63,44,50,56,Substitute,Pending,2021-07-01,2024,Right,1,950
Ionuţ Radu Mitran,19,Romania,68,21,38,40,Substitute,Pending,2019-07-01,2026,Right,1,1000
Jai Tyler Rowe,19,England,75,43,47,57,Substitute,Pending,2019-04-04,2022,Right,1,1000
Guede Nathan Zohoré,20,France,53,26,32,37,Substitute,Pending,2019-03-01,2022,Left,1,800
Paul-Friedrich Koller,19,Austria,57,26,38,47,Reserve,Pending,2019-07-30,2022,Right,1,950
Maximiliano Alexander Rodríguez Vejar,21,Chile,62,58,41,55,Striker,Center,2019-08-03,2022,Right,1,1000
Anas Bakhat,21,Germany,67,45,60,63,Substitute,Pending,2019-07-01,2022,Left,1,750
Kalpi Wilfried Ouattara,22,Côte d'Ivoire,74,29,39,60,Reserve,Pending,2020-01-07,2022,Left,1,700
Thomas White,24,England,63,53,56,60,Midfielder,Left,2021-07-01,2022,Right,1,2000
Edgar Games González,20,Mexico,63,51,56,61,Substitute,Pending,2019-08-18,2022,Right,1,2000
Benjamin Lhassine Kone,21,Côte d'Ivoire,69,65,51,57,Reserve,Pending,2019-07-17,2023,Left,1,5000
Kevin Nicolás Alaníz Acuña,18,Uruguay,72,49,54,61,Substitute,Pending,2020-02-05,2024,Right,1,500
Bryan Steven Rivera Andrango,24,Ecuador,65,37,53,51,Defender,Left,2020-02-17,2023,Left,1,500
Kusini Yengi,22,Australia,86,53,49,61,Substitute,Pending,2019-09-16,2022,Right,1,850
Tyreek Magee,21,Jamaica,69,43,59,65,Reserve,Pending,2019-09-05,2023,Left,1,2000
Matondo-Merveille Papela,20,Germany,65,48,58,61,Reserve,Pending,2019-09-26,2023,Right,1,3000
Francisco Elías Duclós Flores,25,Peru,56,31,43,37,Substitute,Pending,2021-01-15,2021,Left,1,500
Chem Campbell,18,Wales,70,53,55,64,Reserve,Pending,2019-10-30,2023,Right,1,4000
Kian Harratt,19,England,74,56,38,56,Reserve,Pending,2019-11-01,2023,Left,1,1000
Zico Bailey,20,United States,65,39,52,54,Reserve,Pending,2019-12-12,2021,Right,1,900
Rodrigo Francisco Vera Encina,25,Paraguay,62,54,55,59,Substitute,Pending,2019-01-01,2021,Left,1,500
Christian Saydee,19,England,71,57,46,58,Reserve,Pending,2020-07-01,2022,Right,1,4000
Pung Yeon Lee,21,Korea Republic,59,33,43,54,Substitute,Pending,2020-01-04,2022,Right,1,750
Joshua Thomas March,24,England,70,56,45,59,Substitute,Pending,2020-01-06,2022,Right,1,3000
土肥 航大,20,Japan,61,47,59,62,Substitute,Pending,2019-01-09,2022,Left,1,1000
鮎川 峻,19,Japan,54,60,45,59,Substitute,Pending,2019-01-09,2022,Right,1,1000
Richard Gustavo Núñez,23,Uruguay,60,52,53,58,Substitute,Pending,2020-01-10,2022,Right,1,500
小田 裕太郎,19,Japan,65,56,51,58,Substitute,Pending,2020-01-14,2022,Right,1,1000
Gabi Caschili,17,Netherlands,76,44,57,64,Reserve,Pending,2020-01-17,2022,Right,1,500
Stéphane Thierry Zobo,20,Cameroon,50,61,42,55,Substitute,Pending,2019-02-12,2022,Right,1,1000
Andres Mihai Dumitrescu,20,Romania,72,35,44,42,Substitute,Pending,2020-01-21,2023,Left,1,1000
Riuler de Oliveira Faustino,23,Brazil,62,49,54,56,Reserve,Pending,2020-01-21,2022,Right,1,700
Jahkeele Marshall-Rutty,17,Canada,82,50,51,65,Reserve,Pending,2020-01-23,2021,Right,1,500
Jeong-Woo Han,22,Korea Republic,71,49,54,60,Substitute,Pending,2021-03-25,2021,Right,1,600
Denilson Josué Ovando Ramírez,19,Ecuador,78,53,50,59,Substitute,Pending,2020-01-01,2024,Right,1,900
Bryce Duke,20,United States,64,52,56,63,Substitute,Pending,2020-01-25,2023,Right,1,1000
Mario Gabriel Barbery Gil,19,Bolivia,64,49,53,59,Substitute,Pending,2019-01-01,2021,Right,1,500
松村 優太,20,Japan,90,43,48,66,Substitute,Pending,2020-01-04,2023,Right,1,1000
Mark Helm,19,England,68,55,55,59,Reserve,Pending,2021-07-01,2023,Right,1,3000
Yackson Stiven Rivas,19,Venezuela,58,59,38,60,Substitute,Pending,2021-01-01,2023,Right,1,500
Florian Krebs,22,Germany,60,40,56,58,Substitute,Pending,2020-08-27,2022,Right,1,750
Xavier Andrés Flores Phillips,19,Venezuela,61,53,53,58,Reserve,Pending,2018-01-01,2023,Right,1,500
Silvano Denilson Estacio Mina,19,Ecuador,64,49,54,57,Substitute,Pending,2020-01-01,2025,Left,1,500
Mohamed Toure,17,Guinea,87,51,48,60,Reserve,Pending,2020-02-08,2023,Right,1,500
Won Ho Shin,20,Korea Republic,79,31,51,57,Reserve,Pending,2020-02-01,2023,Left,1,1000
Yool Heo,20,Korea Republic,68,55,38,55,Reserve,Pending,2019-12-23,2022,Left,1,850
Benjamin Matthew Garrity,24,England,68,49,57,59,Midfielder,Right,2021-06-09,2023,Right,1,2000
Jaze Kabia,20,Republic of Ireland,83,55,47,59,Substitute,Pending,2021-01-08,2023,Right,1,1000
Ifunanyachi Achara,23,Nigeria,78,59,49,63,Reserve,Pending,2020-02-21,2021,Right,1,1000
Auli Alexander Oliveros Estrada,19,Colombia,73,54,45,64,Substitute,Pending,2021-01-01,2025,Right,1,500
Jeremi Aldair Escate Gallegos,19,Peru,71,53,55,61,Reserve,Pending,2019-01-01,2022,Right,1,500
Javier Hernández Sánchez,21,Mexico,53,61,47,56,Reserve,Pending,2020-08-11,2022,Right,1,3000
Stephan Vinicius Seiler,20,Switzerland,69,49,55,61,Substitute,Pending,2019-08-24,2022,Right,1,2000
Christian Fernandes Marques,18,Portugal,51,37,52,48,Reserve,Pending,2020-03-11,2023,Right,1,3000
Jasper Moon,20,England,62,26,35,37,Substitute,Pending,2018-07-01,2023,Right,1,4000
Alexander Ernesto Aravena Guzmán,18,Chile,64,57,51,63,Substitute,Pending,2020-01-01,2023,Right,1,900
Darius Dacian Ghindovean,19,Romania,70,54,58,62,Substitute,Pending,2020-05-25,2022,Right,1,850
佐藤 瑶大,22,Japan,63,25,41,44,Reserve,Pending,2021-02-01,2022,Right,1,2000
Alexander Lind,19,Denmark,65,54,51,59,Substitute,Pending,2019-12-08,2025,Right,1,1000
Nico Gordon,19,England,64,27,35,41,Substitute,Pending,2018-07-01,2022,Right,1,2000
Jalen Hawkins,20,United States,74,43,49,63,Reserve,Pending,2020-06-13,2022,Right,1,2000
Jonas Sterner,19,Germany,64,42,60,62,Substitute,Pending,2020-06-21,2022,Right,1,2000
橘田 健人,23,Japan,62,43,51,65,Substitute,Pending,2020-02-01,2021,Right,1,2000
Iwo Kaczmarski,17,Poland,71,43,54,60,Reserve,Pending,2021-01-25,2023,Right,1,500
Damian Warchoł,25,Poland,62,59,55,59,Striker,Right,2021-07-14,2022,Right,1,1000
Mariusz Fornalczyk,18,Poland,80,47,46,65,Reserve,Pending,2020-07-20,2024,Left,1,550
Stefan Colakovski,21,North Macedonia,80,51,51,56,Substitute,Pending,2019-11-03,2022,Right,1,2000
Georgian Honciu,32,Romania,63,56,63,57,Reserve,Pending,2020-07-01,2022,Right,1,1000
Arthur Allemeersch,19,Belgium,64,58,41,56,Substitute,Pending,2020-08-01,2023,Right,1,2000
Marc Fred Tsoungui,18,Switzerland,73,32,49,56,Substitute,Pending,2020-08-01,2023,Left,1,650
Lorenz Knöferl,18,Germany,67,46,54,62,Substitute,Pending,2020-12-12,2023,Right,1,500
Jay Henderson,19,Scotland,74,47,53,59,Defender,Right,2019-06-01,2023,Right,1,650
Furkan Kara,20,Turkey,60,30,43,42,Reserve,Pending,2019-07-01,2024,Right,1,2000
Fabio Schneider,18,Germany,54,54,56,59,Reserve,Pending,2020-08-16,2022,Right,1,2000
András Németh,18,Hungary,76,57,44,61,Substitute,Pending,2019-07-01,2023,Right,1,1000
Rafael Alexandre Bandeira Fonseca,20,Portugal,73,32,47,56,Reserve,Pending,2020-08-01,2025,Right,1,750
Finn Cousin-Dawson,18,Northern Ireland,69,25,40,45,Defender,Right,2020-07-22,2024,Right,1,850
Kian Scales,19,England,65,49,53,58,Reserve,Pending,2020-07-22,2023,Right,1,2000
Ryan Ponti,23,France,69,59,49,61,Reserve,Pending,2020-01-31,2022,Left,1,1000
Benas Šatkus,20,Lithuania,66,36,49,52,Reserve,Pending,2020-08-05,2022,Right,1,1000
Jason Ngouabi Lougagui,18,France,55,27,41,38,Reserve,Pending,2020-07-01,2023,Right,1,500
Diego Vicente Bri Carrazoni,18,Spain,60,55,57,61,Reserve,Pending,2020-09-09,2022,Left,1,1000
Erik Ring,19,Sweden,75,55,48,59,Substitute,Pending,2020-09-09,2024,Right,1,950
Julian Buchta,20,Austria,68,26,49,50,Substitute,Pending,2020-08-01,2023,Right,1,1000
Charlie Mel Barker,18,England,69,35,47,50,Reserve,Pending,2020-09-01,2023,Right,1,500
Vincent Schippers,20,Netherlands,48,33,37,53,Reserve,Pending,2020-08-18,2022,Right,1,1000
Fisayo Dele-Bashiru,20,Nigeria,66,42,54,62,Reserve,Pending,2020-07-28,2022,Right,1,950
Degnand Wilfried Gnonto,17,Italy,83,54,41,67,Substitute,Pending,2020-07-01,2023,Right,1,650
Felix Omoruyi Irorere,19,Germany,53,30,38,39,Substitute,Pending,2021-08-26,2023,Right,1,1000
Cameron Archer,19,England,58,59,49,56,Reserve,Pending,2020-06-30,2023,Right,1,6000
Haydon Roberts,19,England,72,44,53,54,Reserve,Pending,2019-07-01,2023,Left,1,4000
Carlos Manuel Cortés Barreiro,19,Colombia,58,59,41,53,Striker,Right,2020-01-01,2025,Right,1,550
Teddy Christopher Graham Jenks,19,England,69,52,55,61,Substitute,Pending,2019-07-01,2023,Right,1,850
Moses Nyeman,17,United States,68,38,53,59,Substitute,Pending,2019-10-03,2021,Right,1,500
Salifou Diarrassouba,19,Burkina Faso,75,44,55,65,Substitute,Pending,2020-09-28,2025,Right,1,1000
Jimer Esteban Fory Mejía,19,Colombia,72,48,51,56,Substitute,Pending,2020-09-02,2025,Right,1,500
Trazié Thomas Zai,22,Côte d'Ivoire,68,50,55,62,Midfielder,Left,2021-07-01,2025,Right,1,2000
Mees Hilgers,20,Netherlands,69,41,42,45,Substitute,Pending,2020-10-03,2023,Right,1,1000
Vladislav Molchan,20,Russia,57,29,40,35,Reserve,Pending,2020-10-03,2024,Left,1,750
Elias Oubella,20,Germany,65,29,35,39,Reserve,Pending,2020-10-05,2022,Right,1,950
Formose Mendy,20,Senegal,71,25,39,39,Substitute,Pending,2021-07-07,2025,Right,1,750
Jack Maher,21,United States,57,22,39,47,Defender,Right,2020-03-06,2021,Right,1,900
Jesse Daley,23,Australia,66,43,57,63,Substitute,Pending,2020-10-12,2022,Right,1,950
Ibrahim Al Nakhli,24,Saudi Arabia,62,25,41,42,Substitute,Pending,2020-09-25,2025,Right,1,3000
Luke Robinson,19,Scotland,69,28,45,48,Substitute,Pending,2020-07-23,2022,Left,1,500
Luis Gustavo Sánchez Saucedo,21,Mexico,59,28,33,39,Substitute,Pending,2020-10-25,2021,Left,1,5000
Matías Romero Andrade,19,Bolivia,63,55,42,52,Reserve,Pending,2021-03-26,2022,Right,1,500
Julian Hettwer,18,Germany,83,56,45,60,Substitute,Pending,2020-11-14,2022,Right,1,650
Max Bruns,18,Netherlands,64,43,59,57,Reserve,Pending,2020-11-22,2023,Right,1,650
Alex Robertson,18,England,69,47,57,61,Substitute,Pending,2019-07-01,2023,Right,1,500
Daniel Svensson,19,Sweden,75,42,52,59,Substitute,Pending,2020-11-22,2025,Left,1,1000
Charles M'Mombwa,23,Congo,63,49,58,60,Substitute,Pending,2020-11-01,2022,Right,1,800
Junior Tchamadeu,17,England,77,43,50,57,Substitute,Pending,2020-12-05,2024,Right,1,500
Villiam Dahlström,24,Sweden,64,59,41,51,Substitute,Pending,2020-01-01,2022,Right,1,700
Dion Berisha,18,Kosovo,63,48,53,63,Reserve,Pending,2020-12-01,2022,Right,1,1000
Walter Benito Bogado González,22,Paraguay,64,48,56,61,Midfielder,Right,2021-01-01,2021,Left,1,500
Linus Rosenlöcher,20,Germany,76,45,49,56,Reserve,Pending,2020-12-16,2025,Left,1,1000
Adam Griger,17,Slovakia,67,58,44,55,Substitute,Pending,2021-01-04,2023,Right,1,900
Patrick Nwadike,22,Sweden,61,32,46,51,Defender,Center,2021-01-01,2023,Right,1,650
Mykola Musolitin,22,Ukraine,68,35,53,52,Substitute,Pending,2021-01-25,2023,Right,1,1000
Aristeo García Moreno,22,Mexico,53,28,38,43,Reserve,Pending,2021-01-01,2021,Right,1,1000
Jason Meerstadt,19,Netherlands,62,40,50,55,Substitute,Pending,2019-07-01,2022,Right,1,850
Clelio Gustavo Nnachi Espinoza,19,Ecuador,69,57,52,59,Substitute,Pending,2021-01-13,2025,Right,1,500
Freddy Alessandro Abastoflor Molina,28,Bolivia,63,62,54,60,Substitute,Pending,2021-01-02,2021,Right,1,500
Paxten Aaronson,17,United States,76,51,57,62,Substitute,Pending,2020-08-19,2021,Right,1,500
Kalil ElMedkhar,21,United States,64,55,48,62,Reserve,Pending,2021-01-14,2022,Right,1,1000
Luke Bodnar,21,Australia,65,24,43,48,Substitute,Pending,2021-01-01,2023,Right,1,700
Adam Esparza Saldaña,19,United States,60,49,57,60,Substitute,Pending,2021-01-19,2021,Right,1,800
Solomon Owusu,25,Ghana,63,27,41,45,Substitute,Pending,2021-01-19,2023,Right,1,850
Kornell MacDonald,19,England,73,30,37,58,Substitute,Pending,2020-07-01,2022,Right,1,1000
Diego Valentín Rodríguez Alonso,20,Uruguay,68,29,46,56,Substitute,Pending,2021-01-01,2025,Left,1,500
Haqi Osman,19,Ghana,77,56,56,58,Substitute,Pending,2021-01-30,2024,Right,1,1000
Julian Philipp Frommann,18,Germany,53,44,52,56,Substitute,Pending,2020-12-16,2022,Right,1,1000
Kgaogelo Chauke,18,England,71,47,55,61,Reserve,Pending,2020-01-27,2022,Right,1,3000
Krystian Wachowiak,19,Poland,71,43,48,54,Reserve,Pending,2021-02-03,2025,Left,1,650
Ruwen Werthmüller,20,Switzerland,68,58,47,61,Reserve,Pending,2021-02-08,2025,Right,1,5000
Simon Karlsson Adjei,27,Sweden,54,61,35,50,Substitute,Pending,2021-01-01,2023,Right,1,800
Zeidane Inoussa,19,Sweden,74,58,49,60,Reserve,Pending,2020-09-12,2024,Right,1,750
Alioune Badou Ndour,23,Senegal,74,56,47,59,Substitute,Pending,2021-02-08,2023,Right,1,800
Robert Castellanos,23,United States,58,24,38,41,Reserve,Pending,2021-02-17,2022,Right,1,1000
Daniel Pereira,20,Venezuela,64,52,55,65,Midfielder,Right,2021-01-21,2025,Right,1,1000
Esnaider Eliecer Cabezas Castillo,22,Ecuador,60,29,38,41,Substitute,Pending,2021-01-12,2025,Right,1,500
Luis Sprekelmeyer,19,Germany,55,23,40,44,Substitute,Pending,2021-02-28,2022,Right,1,500
Tom Rapnouil Zarandona,20,France,59,42,56,61,Substitute,Pending,2021-01-01,2024,Left,1,900
Youssuf Sylla,18,Belgium,79,58,46,63,Substitute,Pending,2020-09-01,2022,Right,1,1000
Carlos Daniel Meza Villa,18,Peru,62,42,50,60,Reserve,Pending,2020-01-01,2021,Right,1,500
Salvador Rodríguez Morales,19,Mexico,61,45,58,55,Substitute,Pending,2021-01-01,2021,Right,1,1000
Brynjólfur Darri Willumsson,20,Iceland,62,57,52,60,Substitute,Pending,2021-03-09,2024,Right,1,700
Patrick Weah,17,Liberia,76,48,50,63,Substitute,Pending,2021-03-04,2024,Right,1,500
Pedro Hernández García,20,Mexico,61,32,42,55,Substitute,Pending,2021-01-01,2021,Left,1,2000
Enderson Javier Abreu García,20,Venezuela,65,47,52,58,Substitute,Pending,2021-01-01,2025,Right,1,500
Emerson Eduardo Ruiz Rojas,18,Venezuela,59,24,42,42,Substitute,Pending,2019-06-29,2024,Right,1,500
Bryan Leonel Ruiz Zerpa,18,Venezuela,65,31,48,54,Substitute,Pending,2020-01-01,2023,Left,1,500
Jay-Dee Geusens,19,Belgium,62,49,58,61,Substitute,Pending,2021-02-05,2024,Right,1,1000
Marcelo Rubén Acosta Ríos,20,Paraguay,67,55,58,57,Substitute,Pending,2021-01-01,2021,Right,1,500
Ouens José Molleda Primera,22,Venezuela,73,46,55,54,Substitute,Pending,2021-01-01,2022,Left,1,500
Maykol Antonio Sánchez Arancibia,19,Chile,62,56,52,59,Substitute,Pending,2021-01-01,2022,Right,1,550
Piero Alexander Cabel Albarran,19,Peru,67,55,49,60,Reserve,Pending,2020-01-01,2021,Right,1,500
満田 誠,21,Japan,73,53,52,62,Reserve,Pending,2018-04-01,2025,Right,1,2000
Tiago De Leonco,28,Brazil,62,58,40,51,Striker,Center,2021-03-08,2021,Right,1,3000
Yohan Cassubie,20,France,63,34,51,55,Defender,Right,2021-07-23,2023,Right,1,800
Franco Natanael García Barboza,23,Uruguay,55,57,39,54,Substitute,Pending,2021-04-22,2021,Right,1,500
Rio Hope-Gund,21,United States,69,29,41,46,Reserve,Pending,2021-04-08,2021,Right,1,900
Tom Bloxham,17,England,72,55,45,54,Striker,Right,2021-03-27,2023,Right,1,500
Mamady Alex Bangré,20,France,62,43,58,57,Substitute,Pending,2021-04-07,2022,Left,1,1000
Jimmy Maguin Pérez Rodríguez,20,Peru,62,54,54,61,Reserve,Pending,2021-01-01,2022,Right,1,500
Alex Parsons,21,Australia,83,54,45,62,Winger,Right,2020-07-01,2023,Left,1,900
Jefferson Alberto Troya Vera,20,Ecuador,77,46,52,58,Substitute,Pending,2019-01-01,2025,Right,1,500
David Møller Wolfe,19,Norway,64,43,49,57,Substitute,Pending,2021-02-01,2023,Left,1,500
Louis Britton,20,England,60,56,41,53,Reserve,Pending,2019-04-01,2022,Right,1,5000
Alexandro Calut,18,Belgium,70,26,48,58,Reserve,Pending,2020-11-19,2022,Left,1,700
Hermann Tebily,19,France,70,57,51,59,Reserve,Pending,2020-07-01,2022,Right,1,800
Abdulrahman Al Harthi,22,Saudi Arabia,74,50,53,58,Reserve,Pending,2020-10-01,2022,Right,1,3000
Felix Vrede Winther,21,Denmark,67,39,54,56,Reserve,Pending,2021-05-12,2024,Right,1,650
Kenny Davis,33,England,52,51,56,59,Substitute,Pending,2017-07-01,2022,Right,1,2000
Florian Freissegger,20,Austria,60,29,51,56,Substitute,Pending,2019-07-01,2022,Right,1,1000
Anestis Nastos,32,Greece,51,31,39,35,Reserve,Pending,2020-09-25,2022,Right,1,1000
Daniel Stirpe Fileni,18,Venezuela,76,32,47,53,Substitute,Pending,2018-10-28,2025,Right,1,500
Moritz Seiffert,20,Germany,75,54,54,62,Substitute,Pending,2020-07-01,2022,Left,1,600
Vladislav Cherny,18,Russia,60,48,57,62,Substitute,Pending,2021-06-10,2024,Right,1,1000
